year,scientific_name,functional_group,Landed value (tonnes)
2008,Pagellus,Medium benthopelagics (30 - 89 cm),55.56181967
2008,Loligo,Cephalopods,55.56181967
2008,Sepia,Cephalopods,277.8090984
2008,Donax,Other demersal invertebrates,4.2854994
2008,Dicentrarchus labrax,Large demersals (>=90 cm),55.56181967
2008,Conger conger,Large demersals (>=90 cm),555.6181967
2008,Argyrosomus regius,Large benthopelagics (>=90 cm),55.56181967
2008,Mullus surmuletus,Medium demersals (30 - 89 cm),777.8654754
2008,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),55.56181967
2008,Chamelea gallina,Other demersal invertebrates,72.8534898
2008,Callista chione,Other demersal invertebrates,44.9977437
2008,Acanthocardia tuberculata,Other demersal invertebrates,59.9969916
2009,Miscellaneous aquatic invertebrates,Other demersal invertebrates,53.90926028
2009,Elasmobranchii,Large sharks (>=90 cm),215.6370411
2009,Bivalvia,Other demersal invertebrates,215.6370411
2009,Pteriomorphia,Other demersal invertebrates,24.56705552
2009,Scombroidea,Large pelagics (>=90 cm),808.6389042
2009,Soleidae,Small to medium flatfishes (<90 cm),53.90926028
2009,Palinuridae,"Lobsters, crabs",808.6389042
2009,Epinephelus,Medium reef assoc. fish (30 - 89 cm),431.2740822
2009,Pagellus,Medium benthopelagics (30 - 89 cm),53.90926028
2009,Loligo,Cephalopods,53.90926028
2009,Sepia,Cephalopods,269.5463014
2009,Donax,Other demersal invertebrates,3.50957936
2009,Dicentrarchus labrax,Large demersals (>=90 cm),53.90926028
2009,Conger conger,Large demersals (>=90 cm),539.0926028
2009,Argyrosomus regius,Large benthopelagics (>=90 cm),53.90926028
2009,Mullus surmuletus,Medium demersals (30 - 89 cm),754.7296439
2009,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),53.90926028
2009,Chamelea gallina,Other demersal invertebrates,59.66284912
2009,Callista chione,Other demersal invertebrates,36.85058328
2009,Acanthocardia tuberculata,Other demersal invertebrates,49.13411104
2010,Miscellaneous marine crustaceans,Shrimps,223.4488463
2010,Miscellaneous aquatic invertebrates,Other demersal invertebrates,52.27670309
2010,Elasmobranchii,Large sharks (>=90 cm),58.87725444
2010,Elasmobranchii,Large sharks (>=90 cm),209.1068124
2010,Chondrichthyes,Large sharks (>=90 cm),2142
2010,Cephalopoda,Cephalopods,304.4702218
2010,Bivalvia,Other demersal invertebrates,209.1068124
2010,Pteriomorphia,Other demersal invertebrates,19.35239042
2010,Scombroidea,Large pelagics (>=90 cm),784.1505464
2010,Pleuronectiformes,Small to medium flatfishes (<90 cm),1634.5576
2010,Pleuronectiformes,Small to medium flatfishes (<90 cm),1031.563354
2010,Teuthida,Cephalopods,1532.5054
2010,Teuthida,Cephalopods,1575.527251
2010,Sepiida,Cephalopods,241.2409155
2010,Octopoda,Cephalopods,12976.9922
2010,Octopoda,Cephalopods,13267.69802
2010,Dendrobranchiata,Shrimps,3072.7616
2010,Dendrobranchiata,Shrimps,555.9046
2010,Gadidae,Medium demersals (30 - 89 cm),128.6284454
2010,Haemulidae,Medium demersals (30 - 89 cm),128.6284454
2010,Sparidae,Medium benthopelagics (30 - 89 cm),251.9972174
2010,Sciaenidae,Medium demersals (30 - 89 cm),767.3292
2010,Sciaenidae,Medium demersals (30 - 89 cm),694.8674454
2010,Trichiuridae,Large benthopelagics (>=90 cm),128.6284454
2010,Scombridae,Medium pelagics (30 - 89 cm),653.1261355
2010,Bothidae,Small to medium flatfishes (<90 cm),24.9748
2010,Soleidae,Small to medium flatfishes (<90 cm),52.27670309
2010,Peristediidae,Medium bathydemersals (30 - 89 cm),560.6412
2010,Peristediidae,Medium bathydemersals (30 - 89 cm),827.1826
2010,Sepiidae,Cephalopods,8086.2374
2010,Sepiidae,Cephalopods,1632.8352
2010,Palinuridae,"Lobsters, crabs",111.5254
2010,Palinuridae,"Lobsters, crabs",784.1505464
2010,Scyllaridae,"Lobsters, crabs",13.3486
2010,Lophius,Medium bathydemersals (30 - 89 cm),153.2936
2010,Trachinus,Medium demersals (30 - 89 cm),276.8758
2010,Trachinus,Medium demersals (30 - 89 cm),52.1026
2010,Scorpaena,Large reef assoc. fish (>=90 cm),275.1534
2010,Alosa,Medium pelagics (30 - 89 cm),0.8612
2010,Epinephelus,Medium reef assoc. fish (30 - 89 cm),27.1278
2010,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.8612
2010,Epinephelus,Medium reef assoc. fish (30 - 89 cm),418.2136248
2010,Gymnothorax,Large reef assoc. fish (>=90 cm),46.0742
2010,Caranx,Medium reef assoc. fish (30 - 89 cm),697.2618448
2010,Caranx,Medium reef assoc. fish (30 - 89 cm),649.9245368
2010,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),1249.6012
2010,Scomberomorus,Large pelagics (>=90 cm),2091.785534
2010,Scomberomorus,Large pelagics (>=90 cm),2231.514296
2010,Merluccius,Medium bathydemersals (30 - 89 cm),128.6284454
2010,Trachurus,Medium pelagics (30 - 89 cm),7771.8994
2010,Pagrus,Medium benthopelagics (30 - 89 cm),559.78
2010,Pagellus,Medium benthopelagics (30 - 89 cm),787.5674
2010,Pagellus,Medium benthopelagics (30 - 89 cm),52.27670309
2010,Auxis,Medium pelagics (30 - 89 cm),8.1814
2010,Sardinella,Small pelagics (<30 cm),3.4448
2010,Dicentrarchus,Large demersals (>=90 cm),75.7856
2010,Liza,Medium pelagics (30 - 89 cm),572.2674
2010,Phycis,Medium benthopelagics (30 - 89 cm),173.1012
2010,Phycis,Medium benthopelagics (30 - 89 cm),13.7792
2010,Loligo,Cephalopods,52.27670309
2010,Sepia,Cephalopods,261.3835155
2010,Donax,Other demersal invertebrates,2.764627202
2010,Argentina sphyraena,Medium pelagics (30 - 89 cm),24.5442
2010,Argentina sphyraena,Medium pelagics (30 - 89 cm),264.2016
2010,Merluccius merluccius,Large demersals (>=90 cm),1699.1476
2010,Merluccius merluccius,Large demersals (>=90 cm),620.9252
2010,Anguilla anguilla,Large demersals (>=90 cm),3.8754
2010,Dicentrarchus labrax,Large demersals (>=90 cm),52.27670309
2010,Engraulis encrasicolus,Small pelagics (<30 cm),12720.3546
2010,Engraulis encrasicolus,Small pelagics (<30 cm),1395.897035
2010,Acanthocybium solandri,Large pelagics (>=90 cm),30.5726
2010,Orcynopsis unicolor,Large pelagics (>=90 cm),85.6894
2010,Orcynopsis unicolor,Large pelagics (>=90 cm),31.8644
2010,Sarda sarda,Medium pelagics (30 - 89 cm),1473.0826
2010,Boops boops,Medium demersals (30 - 89 cm),1121.713
2010,Boops boops,Medium demersals (30 - 89 cm),1252.1848
2010,Sarpa salpa,Medium benthopelagics (30 - 89 cm),33.5868
2010,Conger conger,Large demersals (>=90 cm),617.0498
2010,Conger conger,Large demersals (>=90 cm),522.7670309
2010,Pomatomus saltatrix,Large pelagics (>=90 cm),100.3298
2010,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1991.525
2010,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),46.0742
2010,Argyrosomus regius,Large benthopelagics (>=90 cm),52.27670309
2010,Pagellus bellottii,Medium demersals (30 - 89 cm),10.765
2010,Solea solea,Small to medium flatfishes (<90 cm),1402.4642
2010,Solea solea,Small to medium flatfishes (<90 cm),323.8112
2010,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),102.9134
2010,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),38.3234
2010,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),412.5148
2010,Pagellus acarne,Medium benthopelagics (30 - 89 cm),566.239
2010,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),548.5844
2010,Sardinella aurita,Small pelagics (<30 cm),305.726
2010,Sardinella maderensis,Medium pelagics (30 - 89 cm),19591.4388
2010,Sparus aurata,Medium demersals (30 - 89 cm),145.9734
2010,Trichiurus lepturus,Large benthopelagics (>=90 cm),2461.3096
2010,Mullus surmuletus,Medium demersals (30 - 89 cm),731.8738433
2010,Sardina pilchardus,Small pelagics (<30 cm),326983.8608
2010,Sardina pilchardus,Small pelagics (<30 cm),7011.0292
2010,Sardina pilchardus,Small pelagics (<30 cm),5375.888823
2010,Sardina pilchardus,Small pelagics (<30 cm),30594.47721
2010,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),404.764
2010,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),72.7714
2010,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),205.8268
2010,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),221.759
2010,Zeus faber,Medium benthopelagics (30 - 89 cm),579.157
2010,Diplodus sargus sargus,Medium demersals (30 - 89 cm),937.4162
2010,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),52.27670309
2010,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),329.8396
2010,Umbrina canariensis,Medium demersals (30 - 89 cm),236.3994
2010,Scomber colias,Medium pelagics (30 - 89 cm),32390.5932
2010,Scomber colias,Medium pelagics (30 - 89 cm),3005.1574
2010,Parapenaeus longirostris,Shrimps,70.52258985
2010,Homarus gammarus,"Lobsters, crabs",13.3486
2010,Nephrops norvegicus,"Lobsters, crabs",0.8612
2010,Nephrops norvegicus,"Lobsters, crabs",5.1672
2010,Maja squinado,"Lobsters, crabs",1.7224
2010,Chamelea gallina,Other demersal invertebrates,46.99866244
2010,Callista chione,Other demersal invertebrates,29.02858563
2010,Acanthocardia tuberculata,Other demersal invertebrates,38.70478083
2011,Miscellaneous marine crustaceans,Shrimps,187.9959693
2011,Miscellaneous aquatic invertebrates,Other demersal invertebrates,35.60102329
2011,Elasmobranchii,Large sharks (>=90 cm),49.53566198
2011,Elasmobranchii,Large sharks (>=90 cm),142.4040931
2011,Chondrichthyes,Large sharks (>=90 cm),1029.155962
2011,Cephalopoda,Cephalopods,256.1623183
2011,Bivalvia,Other demersal invertebrates,142.4040931
2011,Scombroidea,Large pelagics (>=90 cm),534.0153493
2011,Pleuronectiformes,Small to medium flatfishes (<90 cm),864.5943975
2011,Pleuronectiformes,Small to medium flatfishes (<90 cm),212.5286299
2011,Teuthida,Cephalopods,2881.119746
2011,Teuthida,Cephalopods,485.0609221
2011,Sepiida,Cephalopods,202.9651104
2011,Octopoda,Cephalopods,13249.79067
2011,Octopoda,Cephalopods,1163.324076
2011,Dendrobranchiata,Shrimps,4536.643548
2011,Gadidae,Medium demersals (30 - 89 cm),108.2199782
2011,Haemulidae,Medium demersals (30 - 89 cm),108.2199782
2011,Sparidae,Medium benthopelagics (30 - 89 cm),212.0147942
2011,Sciaenidae,Medium demersals (30 - 89 cm),326.9691817
2011,Sciaenidae,Medium demersals (30 - 89 cm),108.2199782
2011,Trichiuridae,Large benthopelagics (>=90 cm),108.2199782
2011,Scombridae,Medium pelagics (30 - 89 cm),549.4997311
2011,Bothidae,Small to medium flatfishes (<90 cm),21.53947179
2011,Soleidae,Small to medium flatfishes (<90 cm),35.60102329
2011,Peristediidae,Medium bathydemersals (30 - 89 cm),507.4699553
2011,Sepiidae,Cephalopods,8658.006079
2011,Palinuridae,"Lobsters, crabs",130.0984096
2011,Palinuridae,"Lobsters, crabs",534.0153493
2011,Scyllaridae,"Lobsters, crabs",62.89525762
2011,Cardiidae,Other demersal invertebrates,38.95356444
2011,Lophius,Medium bathydemersals (30 - 89 cm),154.6534074
2011,Trachinus,Medium demersals (30 - 89 cm),333.0002338
2011,Scorpaena,Large reef assoc. fish (>=90 cm),257.6120826
2011,Alosa,Medium pelagics (30 - 89 cm),0.25
2011,Epinephelus,Medium reef assoc. fish (30 - 89 cm),17.23157743
2011,Epinephelus,Medium reef assoc. fish (30 - 89 cm),284.8081863
2011,Gymnothorax,Large reef assoc. fish (>=90 cm),70.21867802
2011,Caranx,Medium reef assoc. fish (30 - 89 cm),586.6327733
2011,Caranx,Medium reef assoc. fish (30 - 89 cm),546.8061049
2011,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),1602.96749
2011,Scomberomorus,Large pelagics (>=90 cm),1759.89832
2011,Scomberomorus,Large pelagics (>=90 cm),1877.457414
2011,Merluccius,Medium bathydemersals (30 - 89 cm),108.2199782
2011,Trachurus,Medium pelagics (30 - 89 cm),7379.423034
2011,Pagrus,Medium benthopelagics (30 - 89 cm),871.4870285
2011,Pagellus,Medium benthopelagics (30 - 89 cm),72.80341464
2011,Pagellus,Medium benthopelagics (30 - 89 cm),35.60102329
2011,Auxis,Medium pelagics (30 - 89 cm),371.3404936
2011,Dicentrarchus,Large demersals (>=90 cm),53.84867947
2011,Liza,Medium pelagics (30 - 89 cm),1734.358268
2011,Phycis,Medium benthopelagics (30 - 89 cm),159.8228807
2011,Loligo,Cephalopods,35.60102329
2011,Sepia,Cephalopods,178.0051164
2011,Donax,Other demersal invertebrates,2.68645272
2011,Argentina sphyraena,Medium pelagics (30 - 89 cm),8.184999279
2011,Merluccius merluccius,Large demersals (>=90 cm),1845.501943
2011,Dicentrarchus labrax,Large demersals (>=90 cm),35.60102329
2011,Engraulis encrasicolus,Small pelagics (<30 cm),16471.23408
2011,Engraulis encrasicolus,Small pelagics (<30 cm),1174.420994
2011,Orcynopsis unicolor,Large pelagics (>=90 cm),91.75814981
2011,Sarda sarda,Medium pelagics (30 - 89 cm),2082.866922
2011,Boops boops,Medium demersals (30 - 89 cm),1689.986956
2011,Sarpa salpa,Medium benthopelagics (30 - 89 cm),39.20183865
2011,Conger conger,Large demersals (>=90 cm),572.9499495
2011,Conger conger,Large demersals (>=90 cm),356.0102329
2011,Pomatomus saltatrix,Large pelagics (>=90 cm),143.0220927
2011,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1870.48773
2011,Argyrosomus regius,Large benthopelagics (>=90 cm),35.60102329
2011,Pagellus bellottii,Medium demersals (30 - 89 cm),8.615788715
2011,Solea solea,Small to medium flatfishes (<90 cm),1019.247805
2011,Hexanchus griseus,Large sharks (>=90 cm),6.892630972
2011,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),70.64946746
2011,Isurus oxyrinchus,Large sharks (>=90 cm),180.931563
2011,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),330.4154972
2011,Pagellus acarne,Medium benthopelagics (30 - 89 cm),99.51235965
2011,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),775.4209843
2011,Sphyrna zygaena,Large sharks (>=90 cm),65.91078367
2011,Sardinella aurita,Small pelagics (<30 cm),512.2086391
2011,Sardinella maderensis,Medium pelagics (30 - 89 cm),32586.20529
2011,Sparus aurata,Medium demersals (30 - 89 cm),127.0828835
2011,Trichiurus lepturus,Large benthopelagics (>=90 cm),2174.194282
2011,Mullus surmuletus,Medium demersals (30 - 89 cm),498.414326
2011,Sardina pilchardus,Small pelagics (<30 cm),214123.0275
2011,Sardina pilchardus,Small pelagics (<30 cm),4522.938682
2011,Sardina pilchardus,Small pelagics (<30 cm),25740.29132
2011,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),395.8954914
2011,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),144.314461
2011,Zeus faber,Medium benthopelagics (30 - 89 cm),501.4389032
2011,Diplodus sargus sargus,Medium demersals (30 - 89 cm),1012.355174
2011,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),35.60102329
2011,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),4.738683793
2011,Umbrina canariensis,Medium demersals (30 - 89 cm),519.5320595
2011,Scomber colias,Medium pelagics (30 - 89 cm),51861.01701
2011,Parapenaeus longirostris,Shrimps,59.3333233
2011,Homarus gammarus,"Lobsters, crabs",19.81631404
2011,Nephrops norvegicus,"Lobsters, crabs",1.292368307
2011,Maja squinado,"Lobsters, crabs",0.861578872
2011,Chamelea gallina,Other demersal invertebrates,45.66969624
2011,Callista chione,Other demersal invertebrates,28.20775356
2011,Acanthocardia tuberculata,Other demersal invertebrates,18.80516904
2012,Miscellaneous marine crustaceans,Shrimps,227.3038311
2012,Miscellaneous aquatic invertebrates,Other demersal invertebrates,39.19771325
2012,Elasmobranchii,Large sharks (>=90 cm),59.89301677
2012,Elasmobranchii,Large sharks (>=90 cm),156.790853
2012,Chondrichthyes,Large sharks (>=90 cm),1044.233592
2012,Cephalopoda,Cephalopods,309.7230038
2012,Bivalvia,Other demersal invertebrates,156.790853
2012,Scombroidea,Large pelagics (>=90 cm),587.9656988
2012,Pleuronectiformes,Small to medium flatfishes (<90 cm),1297.96857
2012,Pleuronectiformes,Small to medium flatfishes (<90 cm),256.9659975
2012,Teuthida,Cephalopods,2472.300572
2012,Teuthida,Cephalopods,586.4817544
2012,Sepiida,Cephalopods,245.4028527
2012,Octopoda,Cephalopods,7917.479039
2012,Octopoda,Cephalopods,1406.562174
2012,Dendrobranchiata,Shrimps,3394.620754
2012,Gadidae,Medium demersals (30 - 89 cm),130.8475694
2012,Haemulidae,Medium demersals (30 - 89 cm),130.8475694
2012,Sparidae,Medium benthopelagics (30 - 89 cm),256.3447245
2012,Sciaenidae,Medium demersals (30 - 89 cm),1289.352781
2012,Sciaenidae,Medium demersals (30 - 89 cm),130.8475694
2012,Trichiuridae,Large benthopelagics (>=90 cm),130.8475694
2012,Scombridae,Medium pelagics (30 - 89 cm),664.394
2012,Bothidae,Small to medium flatfishes (<90 cm),22.40105066
2012,Soleidae,Small to medium flatfishes (<90 cm),39.19771325
2012,Peristediidae,Medium bathydemersals (30 - 89 cm),652.6459951
2012,Sepiidae,Cephalopods,10887.34141
2012,Palinuridae,"Lobsters, crabs",216.2562967
2012,Palinuridae,"Lobsters, crabs",587.9656988
2012,Scyllaridae,"Lobsters, crabs",37.47868091
2012,Cardiidae,Other demersal invertebrates,37.83541608
2012,Lophius,Medium bathydemersals (30 - 89 cm),155.0841969
2012,Trachinus,Medium demersals (30 - 89 cm),574.6731073
2012,Scorpaena,Large reef assoc. fish (>=90 cm),237.7957685
2012,Alosa,Medium pelagics (30 - 89 cm),0.25
2012,Epinephelus,Medium reef assoc. fish (30 - 89 cm),26.27815558
2012,Epinephelus,Medium reef assoc. fish (30 - 89 cm),313.581706
2012,Gymnothorax,Large reef assoc. fish (>=90 cm),70.21867802
2012,Caranx,Medium reef assoc. fish (30 - 89 cm),709.2911475
2012,Caranx,Medium reef assoc. fish (30 - 89 cm),661.1371667
2012,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),1633.122751
2012,Scomberomorus,Large pelagics (>=90 cm),2127.873442
2012,Scomberomorus,Large pelagics (>=90 cm),2270.012833
2012,Merluccius,Medium bathydemersals (30 - 89 cm),130.8475694
2012,Trachurus,Medium pelagics (30 - 89 cm),7207.10726
2012,Pagrus,Medium benthopelagics (30 - 89 cm),677.6317824
2012,Pagellus,Medium benthopelagics (30 - 89 cm),97.35841248
2012,Pagellus,Medium benthopelagics (30 - 89 cm),39.19771325
2012,Auxis,Medium pelagics (30 - 89 cm),238.6573474
2012,Dicentrarchus,Large demersals (>=90 cm),43.50973301
2012,Liza,Medium pelagics (30 - 89 cm),547.5333728
2012,Phycis,Medium benthopelagics (30 - 89 cm),185.2394574
2012,Loligo,Cephalopods,39.19771325
2012,Sepia,Cephalopods,195.9885663
2012,Donax,Other demersal invertebrates,2.60933904
2012,Argentina sphyraena,Medium pelagics (30 - 89 cm),20.67789292
2012,Merluccius merluccius,Large demersals (>=90 cm),2300.415587
2012,Anguilla anguilla,Large demersals (>=90 cm),0.107697359
2012,Dicentrarchus labrax,Large demersals (>=90 cm),39.19771325
2012,Engraulis encrasicolus,Small pelagics (<30 cm),21204.31761
2012,Engraulis encrasicolus,Small pelagics (<30 cm),1419.979333
2012,Orcynopsis unicolor,Large pelagics (>=90 cm),276.5668177
2012,Sarda sarda,Medium pelagics (30 - 89 cm),1250.581732
2012,Boops boops,Medium demersals (30 - 89 cm),919.3046558
2012,Sarpa salpa,Medium benthopelagics (30 - 89 cm),30.58604994
2012,Conger conger,Large demersals (>=90 cm),569.0728446
2012,Conger conger,Large demersals (>=90 cm),391.9771325
2012,Pomatomus saltatrix,Large pelagics (>=90 cm),162.8384067
2012,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),2256.905854
2012,Argyrosomus regius,Large benthopelagics (>=90 cm),39.19771325
2012,Pagellus bellottii,Medium demersals (30 - 89 cm),15.07763025
2012,Solea solea,Small to medium flatfishes (<90 cm),957.6449156
2012,Hexanchus griseus,Large sharks (>=90 cm),6.461841536
2012,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),49.54078511
2012,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2012,Isurus oxyrinchus,Large sharks (>=90 cm),174.9005109
2012,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),309.3068149
2012,Pagellus acarne,Medium benthopelagics (30 - 89 cm),28.86289219
2012,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),4655.972221
2012,Sphyrna zygaena,Large sharks (>=90 cm),66.77236254
2012,Sardinella aurita,Small pelagics (<30 cm),14.64684081
2012,Sardinella maderensis,Medium pelagics (30 - 89 cm),40261.58066
2012,Sparus aurata,Medium demersals (30 - 89 cm),78.4036773
2012,Trichiurus lepturus,Large benthopelagics (>=90 cm),2057.019556
2012,Mullus surmuletus,Medium demersals (30 - 89 cm),548.7679855
2012,Sardina pilchardus,Small pelagics (<30 cm),285867.1309
2012,Sardina pilchardus,Small pelagics (<30 cm),5468.634747
2012,Sardina pilchardus,Small pelagics (<30 cm),31122.29933
2012,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),688.4015183
2012,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),273.1205023
2012,Zeus faber,Medium benthopelagics (30 - 89 cm),604.8283678
2012,Diplodus sargus sargus,Medium demersals (30 - 89 cm),955.9217579
2012,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),39.19771325
2012,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),42.2173647
2012,Umbrina canariensis,Medium demersals (30 - 89 cm),506.177587
2012,Scomber colias,Medium pelagics (30 - 89 cm),53990.83998
2012,Parapenaeus longirostris,Shrimps,71.73925986
2012,Homarus gammarus,"Lobsters, crabs",15.93920912
2012,Nephrops norvegicus,"Lobsters, crabs",0.430789436
2012,Maja squinado,"Lobsters, crabs",0.430789436
2012,Chamelea gallina,Other demersal invertebrates,44.35876368
2012,Callista chione,Other demersal invertebrates,27.39805992
2012,Acanthocardia tuberculata,Other demersal invertebrates,18.26537328
2013,Miscellaneous marine crustaceans,Shrimps,245.0738603
2013,Miscellaneous aquatic invertebrates,Other demersal invertebrates,39.45388153
2013,Elasmobranchii,Large sharks (>=90 cm),64.57529886
2013,Elasmobranchii,Large sharks (>=90 cm),157.8155261
2013,Chondrichthyes,Large sharks (>=90 cm),1041.218066
2013,Cephalopoda,Cephalopods,333.9363521
2013,Bivalvia,Other demersal invertebrates,157.8155261
2013,Scombroidea,Large pelagics (>=90 cm),591.8082229
2013,Pleuronectiformes,Small to medium flatfishes (<90 cm),1582.289597
2013,Pleuronectiformes,Small to medium flatfishes (<90 cm),277.0549386
2013,Teuthida,Cephalopods,4694.743271
2013,Teuthida,Cephalopods,632.3313903
2013,Sepiida,Cephalopods,264.5878169
2013,Octopoda,Cephalopods,23481.47056
2013,Octopoda,Cephalopods,1516.523589
2013,Dendrobranchiata,Shrimps,3205.504191
2013,Gadidae,Medium demersals (30 - 89 cm),141.076896
2013,Haemulidae,Medium demersals (30 - 89 cm),141.076896
2013,Sparidae,Medium benthopelagics (30 - 89 cm),276.3850961
2013,Sciaenidae,Medium demersals (30 - 89 cm),1142.884373
2013,Sciaenidae,Medium demersals (30 - 89 cm),141.076896
2013,Trichiuridae,Large benthopelagics (>=90 cm),141.076896
2013,Scombridae,Medium pelagics (30 - 89 cm),716.334615
2013,Bothidae,Small to medium flatfishes (<90 cm),24.55499784
2013,Soleidae,Small to medium flatfishes (<90 cm),39.45388153
2013,Peristediidae,Medium bathydemersals (30 - 89 cm),548.8257411
2013,Sepiidae,Cephalopods,11428.41294
2013,Palinuridae,"Lobsters, crabs",136.5602511
2013,Palinuridae,"Lobsters, crabs",591.8082229
2013,Scyllaridae,"Lobsters, crabs",74.09578295
2013,Cardiidae,Other demersal invertebrates,36.71726772
2013,Lophius,Medium bathydemersals (30 - 89 cm),152.4994602
2013,Trachinus,Medium demersals (30 - 89 cm),586.304422
2013,Scorpaena,Large reef assoc. fish (>=90 cm),394.1723337
2013,Alosa,Medium pelagics (30 - 89 cm),0.25
2013,Epinephelus,Medium reef assoc. fish (30 - 89 cm),17.23157743
2013,Epinephelus,Medium reef assoc. fish (30 - 89 cm),315.6310522
2013,Gymnothorax,Large reef assoc. fish (>=90 cm),54.71025834
2013,Caranx,Medium reef assoc. fish (30 - 89 cm),764.7417061
2013,Caranx,Medium reef assoc. fish (30 - 89 cm),712.8231708
2013,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),930.5051812
2013,Scomberomorus,Large pelagics (>=90 cm),2294.225118
2013,Scomberomorus,Large pelagics (>=90 cm),2447.476601
2013,Merluccius,Medium bathydemersals (30 - 89 cm),141.076896
2013,Trachurus,Medium pelagics (30 - 89 cm),11140.21481
2013,Pagrus,Medium benthopelagics (30 - 89 cm),675.9086247
2013,Pagellus,Medium benthopelagics (30 - 89 cm),77.111309
2013,Pagellus,Medium benthopelagics (30 - 89 cm),39.45388153
2013,Auxis,Medium pelagics (30 - 89 cm),23.69341897
2013,Dicentrarchus,Large demersals (>=90 cm),27.57052389
2013,Liza,Medium pelagics (30 - 89 cm),438.5436456
2013,Phycis,Medium benthopelagics (30 - 89 cm),208.0712975
2013,Loligo,Cephalopods,39.45388153
2013,Sepia,Cephalopods,197.2694076
2013,Donax,Other demersal invertebrates,2.53222536
2013,Argentina sphyraena,Medium pelagics (30 - 89 cm),26.70894502
2013,Merluccius merluccius,Large demersals (>=90 cm),2216.842436
2013,Anguilla anguilla,Large demersals (>=90 cm),0.107697359
2013,Dicentrarchus labrax,Large demersals (>=90 cm),39.45388153
2013,Engraulis encrasicolus,Small pelagics (<30 cm),14910.05316
2013,Engraulis encrasicolus,Small pelagics (<30 cm),1530.989667
2013,Orcynopsis unicolor,Large pelagics (>=90 cm),239.0881368
2013,Sarda sarda,Medium pelagics (30 - 89 cm),1014.939911
2013,Boops boops,Medium demersals (30 - 89 cm),1375.079879
2013,Sarpa salpa,Medium benthopelagics (30 - 89 cm),59.87973157
2013,Conger conger,Large demersals (>=90 cm),632.8296811
2013,Conger conger,Large demersals (>=90 cm),394.5388153
2013,Pomatomus saltatrix,Large pelagics (>=90 cm),206.7789292
2013,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1970.861668
2013,Argyrosomus regius,Large benthopelagics (>=90 cm),39.45388153
2013,Pagellus bellottii,Medium demersals (30 - 89 cm),15.07763025
2013,Solea solea,Small to medium flatfishes (<90 cm),1125.652796
2013,Hexanchus griseus,Large sharks (>=90 cm),24.98578727
2013,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),26.27815558
2013,Carcharodon carcharias,Large sharks (>=90 cm),0.430789436
2013,Isurus oxyrinchus,Large sharks (>=90 cm),287.3365536
2013,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),305.8604994
2013,Pagellus acarne,Medium benthopelagics (30 - 89 cm),54.71025834
2013,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),1036.479382
2013,Sphyrna zygaena,Large sharks (>=90 cm),49.97157454
2013,Sardinella aurita,Small pelagics (<30 cm),11.63131476
2013,Sardinella maderensis,Medium pelagics (30 - 89 cm),34991.7335
2013,Sparus aurata,Medium demersals (30 - 89 cm),60.310521
2013,Trichiurus lepturus,Large benthopelagics (>=90 cm),2834.594487
2013,Mullus surmuletus,Medium demersals (30 - 89 cm),552.3543414
