year;functional_group;Landed value (tonnes)
1965;Medium pelagics (30 - 89 cm);0,6944625
1965;Medium benthopelagics (30 - 89 cm);0,568196591
1965;Medium benthopelagics (30 - 89 cm);63,80487
1965;Medium benthopelagics (30 - 89 cm);321,2447356
1965;Medium benthopelagics (30 - 89 cm);0,964721062
1965;Medium benthopelagics (30 - 89 cm);3,321040989
1965;Other demersal invertebrates;564,44046
1965;Other demersal invertebrates;348,62499
1965;Other demersal invertebrates;464,83332
1966;Other demersal invertebrates;63,349128
1966;Large sharks (>=90 cm);253,396512
1966;Other demersal invertebrates;253,396512
1966;Other demersal invertebrates;231,008064
1966;Large pelagics (>=90 cm);950,23692
1966;Medium reef assoc. fish (30 - 89 cm);3,367090909
1966;Small to medium flatfishes (<90 cm);63,349128
1966;Lobsters, crabs;950,23692
1966;Medium reef assoc. fish (30 - 89 cm);506,793024
1966;Medium reef assoc. fish (30 - 89 cm);0,269367273
1966;Medium benthopelagics (30 - 89 cm);63,349128
1966;Small to medium rays (<90 cm);0,673418182
1966;Cephalopods;63,349128
1966;Cephalopods;316,74564
1966;Other demersal invertebrates;33,001152
1966;Large demersals (>=90 cm);63,349128
1966;Large demersals (>=90 cm);64,80976582
1966;Large demersals (>=90 cm);633,49128
1966;Large demersals (>=90 cm);0,460037048
1966;Large pelagics (>=90 cm);13,25286982
1966;Medium pelagics (30 - 89 cm);22,35748364
1966;Large benthopelagics (>=90 cm);63,349128
1966;Large benthopelagics (>=90 cm);110,1865315
1966;Large pelagics (>=90 cm);0,081338353
1966;Large reef assoc. fish (>=90 cm);2,074128
1966;Medium demersals (30 - 89 cm);53,50360272
1966;Medium demersals (30 - 89 cm);886,887792
1966;Medium demersals (30 - 89 cm);0,122007529
1966;Large reef assoc. fish (>=90 cm);0,621393326
1966;Medium pelagics (30 - 89 cm);0,74076
1966;Medium benthopelagics (30 - 89 cm);0,606076364
1966;Medium benthopelagics (30 - 89 cm);63,349128
1966;Medium benthopelagics (30 - 89 cm);342,6610513
1966;Medium benthopelagics (30 - 89 cm);1,029035799
1966;Medium benthopelagics (30 - 89 cm);3,542443722
1966;Other demersal invertebrates;561,019584
1966;Other demersal invertebrates;346,512096
1966;Other demersal invertebrates;462,016128
1967;Other demersal invertebrates;62,893386
1967;Large sharks (>=90 cm);251,573544
1967;Other demersal invertebrates;251,573544
1967;Other demersal invertebrates;229,599468
1967;Large pelagics (>=90 cm);943,40079
1967;Medium reef assoc. fish (30 - 89 cm);3,577534091
1967;Small to medium flatfishes (<90 cm);62,893386
1967;Lobsters, crabs;943,40079
1967;Medium reef assoc. fish (30 - 89 cm);503,147088
1967;Medium reef assoc. fish (30 - 89 cm);0,286202727
1967;Medium benthopelagics (30 - 89 cm);62,893386
1967;Small to medium rays (<90 cm);0,715506818
1967;Cephalopods;62,893386
1967;Cephalopods;314,46693
1967;Other demersal invertebrates;32,799924
1967;Large demersals (>=90 cm);62,893386
1967;Large demersals (>=90 cm);68,86037618
1967;Large demersals (>=90 cm);628,93386
1967;Large demersals (>=90 cm);0,488789364
1967;Large pelagics (>=90 cm);14,08117418
1967;Medium pelagics (30 - 89 cm);23,75482636
1967;Large benthopelagics (>=90 cm);62,893386
1967;Large benthopelagics (>=90 cm);117,0731897
1967;Large pelagics (>=90 cm);0,086422
1967;Large reef assoc. fish (>=90 cm);2,203761
1967;Medium demersals (30 - 89 cm);56,84757789
1967;Medium demersals (30 - 89 cm);880,507404
1967;Medium demersals (30 - 89 cm);0,129633
1967;Large reef assoc. fish (>=90 cm);0,660230409
1967;Medium pelagics (30 - 89 cm);0,7870575
1967;Medium benthopelagics (30 - 89 cm);0,643956136
1967;Medium benthopelagics (30 - 89 cm);62,893386
1967;Medium benthopelagics (30 - 89 cm);364,077367
1967;Medium benthopelagics (30 - 89 cm);1,093350536
1967;Medium benthopelagics (30 - 89 cm);3,763846455
1967;Other demersal invertebrates;557,598708
1967;Other demersal invertebrates;344,399202
1967;Other demersal invertebrates;459,198936
1968;Other demersal invertebrates;62,437644
1968;Large sharks (>=90 cm);249,750576
1968;Other demersal invertebrates;249,750576
1968;Other demersal invertebrates;228,190872
1968;Large pelagics (>=90 cm);936,56466
1968;Medium reef assoc. fish (30 - 89 cm);3,787977273
1968;Small to medium flatfishes (<90 cm);62,437644
1968;Lobsters, crabs;936,56466
1968;Medium reef assoc. fish (30 - 89 cm);499,501152
1968;Medium reef assoc. fish (30 - 89 cm);0,303038182
1968;Medium benthopelagics (30 - 89 cm);62,437644
1968;Small to medium rays (<90 cm);0,757595455
1968;Cephalopods;62,437644
1968;Cephalopods;312,18822
1968;Other demersal invertebrates;32,598696
1968;Large demersals (>=90 cm);62,437644
1968;Large demersals (>=90 cm);72,91098655
1968;Large demersals (>=90 cm);624,37644
1968;Large demersals (>=90 cm);0,517541679
1968;Large pelagics (>=90 cm);14,90947855
1968;Medium pelagics (30 - 89 cm);25,15216909
1968;Large benthopelagics (>=90 cm);62,437644
1968;Large benthopelagics (>=90 cm);123,9598479
1968;Large pelagics (>=90 cm);0,091505647
1968;Large reef assoc. fish (>=90 cm);2,333394
1968;Medium demersals (30 - 89 cm);60,19155306
1968;Medium demersals (30 - 89 cm);874,127016
1968;Medium demersals (30 - 89 cm);0,137258471
1968;Large reef assoc. fish (>=90 cm);0,699067492
1968;Medium pelagics (30 - 89 cm);0,833355
1968;Medium benthopelagics (30 - 89 cm);0,681835909
1968;Medium benthopelagics (30 - 89 cm);62,437644
1968;Medium benthopelagics (30 - 89 cm);385,4936827
1968;Medium benthopelagics (30 - 89 cm);1,157665274
1968;Medium benthopelagics (30 - 89 cm);3,985249187
1968;Other demersal invertebrates;554,177832
1968;Other demersal invertebrates;342,286308
1968;Other demersal invertebrates;456,381744
1969;Other demersal invertebrates;61,981902
1969;Large sharks (>=90 cm);247,927608
1969;Other demersal invertebrates;247,927608
1969;Other demersal invertebrates;226,782276
1969;Large pelagics (>=90 cm);929,72853
1969;Medium reef assoc. fish (30 - 89 cm);3,998420455
1969;Small to medium flatfishes (<90 cm);61,981902
1969;Lobsters, crabs;929,72853
1969;Medium reef assoc. fish (30 - 89 cm);495,855216
1969;Medium reef assoc. fish (30 - 89 cm);0,319873636
1969;Medium benthopelagics (30 - 89 cm);61,981902
1969;Small to medium rays (<90 cm);0,799684091
1969;Cephalopods;61,981902
1969;Cephalopods;309,90951
1969;Other demersal invertebrates;32,397468
1969;Large demersals (>=90 cm);61,981902
1969;Large demersals (>=90 cm);76,96159691
1969;Large demersals (>=90 cm);619,81902
1969;Large demersals (>=90 cm);0,546293995
1969;Large pelagics (>=90 cm);15,73778291
1969;Medium pelagics (30 - 89 cm);26,54951182
1969;Large benthopelagics (>=90 cm);61,981902
1969;Large benthopelagics (>=90 cm);130,8465062
1969;Large pelagics (>=90 cm);0,096589294
1969;Large reef assoc. fish (>=90 cm);2,463027
1969;Medium demersals (30 - 89 cm);63,53552823
1969;Medium demersals (30 - 89 cm);867,746628
1969;Medium demersals (30 - 89 cm);0,144883941
1969;Large reef assoc. fish (>=90 cm);0,737904575
1969;Medium pelagics (30 - 89 cm);0,8796525
1969;Medium benthopelagics (30 - 89 cm);0,719715682
1969;Medium benthopelagics (30 - 89 cm);61,981902
1969;Medium benthopelagics (30 - 89 cm);406,9099984
1969;Medium benthopelagics (30 - 89 cm);1,221980011
1969;Medium benthopelagics (30 - 89 cm);4,20665192
1969;Other demersal invertebrates;550,756956
1969;Other demersal invertebrates;340,173414
1969;Other demersal invertebrates;453,564552
1970;Other demersal invertebrates;61,52616
1970;Large sharks (>=90 cm);246,10464
1970;Other demersal invertebrates;246,10464
1970;Other demersal invertebrates;225,37368
1970;Large pelagics (>=90 cm);922,8924
1970;Medium reef assoc. fish (30 - 89 cm);4,208863636
1970;Small to medium flatfishes (<90 cm);61,52616
1970;Lobsters, crabs;922,8924
1970;Medium reef assoc. fish (30 - 89 cm);492,20928
1970;Medium reef assoc. fish (30 - 89 cm);0,336709091
1970;Medium benthopelagics (30 - 89 cm);61,52616
1970;Small to medium rays (<90 cm);0,841772727
1970;Cephalopods;61,52616
1970;Cephalopods;307,6308
1970;Other demersal invertebrates;32,19624
1970;Large demersals (>=90 cm);61,52616
1970;Large demersals (>=90 cm);81,01220727
1970;Large demersals (>=90 cm);615,2616
1970;Large demersals (>=90 cm);0,57504631
1970;Large pelagics (>=90 cm);16,56608727
1970;Medium pelagics (30 - 89 cm);27,94685455
1970;Large benthopelagics (>=90 cm);61,52616
1970;Large benthopelagics (>=90 cm);137,7331644
1970;Large pelagics (>=90 cm);0,101672941
1970;Large reef assoc. fish (>=90 cm);2,59266
1970;Medium demersals (30 - 89 cm);66,8795034
1970;Medium demersals (30 - 89 cm);861,36624
1970;Medium demersals (30 - 89 cm);0,152509412
1970;Large reef assoc. fish (>=90 cm);0,776741658
1970;Medium pelagics (30 - 89 cm);0,92595
1970;Medium benthopelagics (30 - 89 cm);0,757595455
1970;Medium benthopelagics (30 - 89 cm);61,52616
1970;Medium benthopelagics (30 - 89 cm);428,3263141
1970;Medium benthopelagics (30 - 89 cm);1,286294749
1970;Medium benthopelagics (30 - 89 cm);4,428054652
1970;Other demersal invertebrates;547,33608
1970;Other demersal invertebrates;338,06052
1970;Other demersal invertebrates;450,74736
1971;Other demersal invertebrates;61,070418
1971;Large sharks (>=90 cm);244,281672
1971;Other demersal invertebrates;244,281672
1971;Other demersal invertebrates;223,965084
1971;Large pelagics (>=90 cm);916,05627
1971;Medium reef assoc. fish (30 - 89 cm);4,419306818
1971;Small to medium flatfishes (<90 cm);61,070418
1971;Lobsters, crabs;916,05627
1971;Medium reef assoc. fish (30 - 89 cm);488,563344
1971;Medium reef assoc. fish (30 - 89 cm);0,353544546
1971;Medium benthopelagics (30 - 89 cm);61,070418
1971;Small to medium rays (<90 cm);0,883861364
1971;Cephalopods;61,070418
1971;Cephalopods;305,35209
1971;Other demersal invertebrates;31,995012
1971;Large demersals (>=90 cm);61,070418
1971;Large demersals (>=90 cm);85,06281764
1971;Large demersals (>=90 cm);610,70418
1971;Large demersals (>=90 cm);0,603798626
1971;Large pelagics (>=90 cm);17,39439164
1971;Medium pelagics (30 - 89 cm);29,34419727
1971;Large benthopelagics (>=90 cm);61,070418
1971;Large benthopelagics (>=90 cm);144,6198226
1971;Large pelagics (>=90 cm);0,106756588
1971;Large reef assoc. fish (>=90 cm);2,722293
1971;Medium demersals (30 - 89 cm);70,22347857
1971;Medium demersals (30 - 89 cm);854,985852
1971;Medium demersals (30 - 89 cm);0,160134882
1971;Large reef assoc. fish (>=90 cm);0,815578741
1971;Medium pelagics (30 - 89 cm);0,9722475
1971;Medium benthopelagics (30 - 89 cm);0,795475227
1971;Medium benthopelagics (30 - 89 cm);61,070418
1971;Medium benthopelagics (30 - 89 cm);449,7426298
1971;Medium benthopelagics (30 - 89 cm);1,350609486
1971;Medium benthopelagics (30 - 89 cm);4,649457385
1971;Other demersal invertebrates;543,915204
1971;Other demersal invertebrates;335,947626
1971;Other demersal invertebrates;447,930168
1972;Other demersal invertebrates;60,614676
1972;Large sharks (>=90 cm);242,458704
1972;Other demersal invertebrates;242,458704
1972;Other demersal invertebrates;222,556488
1972;Large pelagics (>=90 cm);909,22014
1972;Medium reef assoc. fish (30 - 89 cm);4,62975
1972;Small to medium flatfishes (<90 cm);60,614676
1972;Lobsters, crabs;909,22014
1972;Medium reef assoc. fish (30 - 89 cm);484,917408
1972;Medium reef assoc. fish (30 - 89 cm);0,37038
1972;Medium benthopelagics (30 - 89 cm);60,614676
1972;Small to medium rays (<90 cm);0,92595
1972;Cephalopods;60,614676
1972;Cephalopods;303,07338
1972;Other demersal invertebrates;31,793784
1972;Large demersals (>=90 cm);60,614676
1972;Large demersals (>=90 cm);89,113428
1972;Large demersals (>=90 cm);606,14676
1972;Large demersals (>=90 cm);0,632550941
1972;Large pelagics (>=90 cm);18,222696
1972;Medium pelagics (30 - 89 cm);30,74154
1972;Large benthopelagics (>=90 cm);60,614676
1972;Large benthopelagics (>=90 cm);151,5064808
1972;Large pelagics (>=90 cm);0,111840235
1972;Large reef assoc. fish (>=90 cm);2,851926
1972;Medium demersals (30 - 89 cm);73,56745374
1972;Medium demersals (30 - 89 cm);848,605464
1972;Medium demersals (30 - 89 cm);0,167760353
1972;Large reef assoc. fish (>=90 cm);0,854415824
1972;Medium pelagics (30 - 89 cm);1,018545
1972;Medium benthopelagics (30 - 89 cm);0,833355
1972;Medium benthopelagics (30 - 89 cm);60,614676
1972;Medium benthopelagics (30 - 89 cm);471,1589455
1972;Medium benthopelagics (30 - 89 cm);1,414924224
1972;Medium benthopelagics (30 - 89 cm);4,870860118
1972;Other demersal invertebrates;540,494328
1972;Other demersal invertebrates;333,834732
1972;Other demersal invertebrates;445,112976
1973;Other demersal invertebrates;60,158934
1973;Large sharks (>=90 cm);240,635736
1973;Other demersal invertebrates;240,635736
1973;Other demersal invertebrates;221,147892
1973;Large pelagics (>=90 cm);902,38401
1973;Medium reef assoc. fish (30 - 89 cm);4,840193182
1973;Small to medium flatfishes (<90 cm);60,158934
1973;Lobsters, crabs;902,38401
1973;Medium reef assoc. fish (30 - 89 cm);481,271472
1973;Medium reef assoc. fish (30 - 89 cm);0,387215455
1973;Medium benthopelagics (30 - 89 cm);60,158934
1973;Small to medium rays (<90 cm);0,968038636
1973;Cephalopods;60,158934
1973;Cephalopods;300,79467
1973;Other demersal invertebrates;31,592556
1973;Large demersals (>=90 cm);60,158934
1973;Large demersals (>=90 cm);93,16403836
1973;Large demersals (>=90 cm);601,58934
1973;Large demersals (>=90 cm);0,661303257
1973;Large pelagics (>=90 cm);19,05100036
1973;Medium pelagics (30 - 89 cm);32,13888273
1973;Large benthopelagics (>=90 cm);60,158934
1973;Large benthopelagics (>=90 cm);158,393139
1973;Large pelagics (>=90 cm);0,116923882
1973;Large reef assoc. fish (>=90 cm);2,981559
1973;Medium demersals (30 - 89 cm);76,91142891
1973;Medium demersals (30 - 89 cm);842,225076
1973;Medium demersals (30 - 89 cm);0,175385824
1973;Large reef assoc. fish (>=90 cm);0,893252906
1973;Medium pelagics (30 - 89 cm);1,0648425
1973;Medium benthopelagics (30 - 89 cm);0,871234773
1973;Medium benthopelagics (30 - 89 cm);60,158934
1973;Medium benthopelagics (30 - 89 cm);492,5752612
1973;Medium benthopelagics (30 - 89 cm);1,479238961
1973;Medium benthopelagics (30 - 89 cm);5,09226285
1973;Other demersal invertebrates;537,073452
1973;Other demersal invertebrates;331,721838
1973;Other demersal invertebrates;442,295784
1974;Other demersal invertebrates;59,703192
1974;Large sharks (>=90 cm);238,812768
1974;Other demersal invertebrates;238,812768
1974;Other demersal invertebrates;219,739296
1974;Large pelagics (>=90 cm);895,54788
1974;Medium reef assoc. fish (30 - 89 cm);5,050636364
1974;Small to medium flatfishes (<90 cm);59,703192
1974;Lobsters, crabs;895,54788
1974;Medium reef assoc. fish (30 - 89 cm);477,625536
1974;Medium reef assoc. fish (30 - 89 cm);0,404050909
1974;Medium benthopelagics (30 - 89 cm);59,703192
1974;Small to medium rays (<90 cm);1,010127273
1974;Cephalopods;59,703192
1974;Cephalopods;298,51596
1974;Other demersal invertebrates;31,391328
1974;Large demersals (>=90 cm);59,703192
1974;Large demersals (>=90 cm);97,21464873
1974;Large demersals (>=90 cm);597,03192
1974;Large demersals (>=90 cm);0,690055572
1974;Large pelagics (>=90 cm);19,87930473
1974;Medium pelagics (30 - 89 cm);33,53622545
1974;Large benthopelagics (>=90 cm);59,703192
1974;Large benthopelagics (>=90 cm);165,2797973
1974;Large pelagics (>=90 cm);0,122007529
1974;Large reef assoc. fish (>=90 cm);3,111192
1974;Medium demersals (30 - 89 cm);80,25540407
1974;Medium demersals (30 - 89 cm);835,844688
1974;Medium demersals (30 - 89 cm);0,183011294
1974;Large reef assoc. fish (>=90 cm);0,932089989
1974;Medium pelagics (30 - 89 cm);1,11114
1974;Medium benthopelagics (30 - 89 cm);0,909114546
1974;Medium benthopelagics (30 - 89 cm);59,703192
1974;Medium benthopelagics (30 - 89 cm);513,9915769
1974;Medium benthopelagics (30 - 89 cm);1,543553698
1974;Medium benthopelagics (30 - 89 cm);5,313665583
1974;Other demersal invertebrates;533,652576
1974;Other demersal invertebrates;329,608944
1974;Other demersal invertebrates;439,478592
1975;Other demersal invertebrates;59,24745
1975;Large sharks (>=90 cm);236,9898
1975;Other demersal invertebrates;236,9898
1975;Other demersal invertebrates;218,3307
1975;Large pelagics (>=90 cm);888,71175
1975;Medium reef assoc. fish (30 - 89 cm);5,261079546
1975;Small to medium flatfishes (<90 cm);59,24745
1975;Lobsters, crabs;888,71175
1975;Medium reef assoc. fish (30 - 89 cm);473,9796
1975;Medium reef assoc. fish (30 - 89 cm);0,420886364
1975;Medium benthopelagics (30 - 89 cm);59,24745
1975;Small to medium rays (<90 cm);1,052215909
1975;Cephalopods;59,24745
1975;Cephalopods;296,23725
1975;Other demersal invertebrates;31,1901
1975;Large demersals (>=90 cm);59,24745
1975;Large demersals (>=90 cm);101,2652591
1975;Large demersals (>=90 cm);592,4745
1975;Large demersals (>=90 cm);0,718807888
1975;Large pelagics (>=90 cm);20,70760909
1975;Medium pelagics (30 - 89 cm);34,93356818
1975;Large benthopelagics (>=90 cm);59,24745
1975;Large benthopelagics (>=90 cm);172,1664555
1975;Large pelagics (>=90 cm);0,127091177
1975;Large reef assoc. fish (>=90 cm);3,240825
1975;Medium demersals (30 - 89 cm);83,59937924
1975;Medium demersals (30 - 89 cm);829,4643
1975;Medium demersals (30 - 89 cm);0,190636765
1975;Large reef assoc. fish (>=90 cm);0,970927072
1975;Medium pelagics (30 - 89 cm);1,1574375
1975;Medium benthopelagics (30 - 89 cm);0,946994318
1975;Medium benthopelagics (30 - 89 cm);59,24745
1975;Medium benthopelagics (30 - 89 cm);535,4078926
1975;Medium benthopelagics (30 - 89 cm);1,607868436
1975;Medium benthopelagics (30 - 89 cm);5,535068316
1975;Other demersal invertebrates;530,2317
1975;Other demersal invertebrates;327,49605
1975;Other demersal invertebrates;436,6614
1976;Other demersal invertebrates;57,02795676
1976;Large sharks (>=90 cm);228,111827
1976;Other demersal invertebrates;228,111827
1976;Other demersal invertebrates;216,922104
1976;Large pelagics (>=90 cm);855,4193514
1976;Medium reef assoc. fish (30 - 89 cm);5,471522727
1976;Small to medium flatfishes (<90 cm);57,02795676
1976;Lobsters, crabs;855,4193514
1976;Medium reef assoc. fish (30 - 89 cm);456,2236541
1976;Medium reef assoc. fish (30 - 89 cm);0,437721818
1976;Medium benthopelagics (30 - 89 cm);57,02795676
1976;Small to medium rays (<90 cm);1,094304546
1976;Cephalopods;57,02795676
1976;Cephalopods;285,1397838
1976;Other demersal invertebrates;30,988872
1976;Large demersals (>=90 cm);57,02795676
1976;Large demersals (>=90 cm);105,3158695
1976;Large demersals (>=90 cm);570,2795676
1976;Large demersals (>=90 cm);0,747560203
1976;Large pelagics (>=90 cm);21,53591345
1976;Medium pelagics (30 - 89 cm);36,33091091
1976;Large benthopelagics (>=90 cm);57,02795676
1976;Large benthopelagics (>=90 cm);179,0531137
1976;Large pelagics (>=90 cm);0,132174824
1976;Large reef assoc. fish (>=90 cm);3,370458
1976;Medium demersals (30 - 89 cm);86,94335441
1976;Medium demersals (30 - 89 cm);798,3913946
1976;Medium demersals (30 - 89 cm);0,198262235
1976;Large reef assoc. fish (>=90 cm);1,009764155
1976;Medium pelagics (30 - 89 cm);1,203735
1976;Medium benthopelagics (30 - 89 cm);0,984874091
1976;Medium benthopelagics (30 - 89 cm);57,02795676
1976;Medium benthopelagics (30 - 89 cm);556,8242084
1976;Medium benthopelagics (30 - 89 cm);1,672183173
1976;Medium benthopelagics (30 - 89 cm);5,756471048
1976;Other demersal invertebrates;526,810824
1976;Other demersal invertebrates;325,383156
1976;Other demersal invertebrates;433,844208
1977;Other demersal invertebrates;54,83580804
1977;Large sharks (>=90 cm);219,3432322
1977;Other demersal invertebrates;219,3432322
1977;Other demersal invertebrates;215,513508
1977;Large pelagics (>=90 cm);822,5371206
1977;Medium reef assoc. fish (30 - 89 cm);5,681965909
1977;Small to medium flatfishes (<90 cm);54,83580804
1977;Lobsters, crabs;822,5371206
1977;Medium reef assoc. fish (30 - 89 cm);438,6864643
1977;Medium reef assoc. fish (30 - 89 cm);0,454557273
1977;Medium benthopelagics (30 - 89 cm);54,83580804
1977;Small to medium rays (<90 cm);1,136393182
1977;Cephalopods;54,83580804
1977;Cephalopods;274,1790402
1977;Other demersal invertebrates;30,787644
1977;Large demersals (>=90 cm);54,83580804
1977;Large demersals (>=90 cm);109,3664798
1977;Large demersals (>=90 cm);548,3580804
1977;Large demersals (>=90 cm);0,776312519
1977;Large pelagics (>=90 cm);22,36421782
1977;Medium pelagics (30 - 89 cm);37,72825364
1977;Large benthopelagics (>=90 cm);54,83580804
1977;Large benthopelagics (>=90 cm);185,9397719
1977;Large pelagics (>=90 cm);0,137258471
1977;Large reef assoc. fish (>=90 cm);3,500091
1977;Medium demersals (30 - 89 cm);90,28732958
1977;Medium demersals (30 - 89 cm);767,7013126
1977;Medium demersals (30 - 89 cm);0,205887706
1977;Large reef assoc. fish (>=90 cm);1,048601238
1977;Medium pelagics (30 - 89 cm);1,2500325
1977;Medium benthopelagics (30 - 89 cm);1,022753864
1977;Medium benthopelagics (30 - 89 cm);54,83580804
1977;Medium benthopelagics (30 - 89 cm);578,2405241
1977;Medium benthopelagics (30 - 89 cm);1,736497911
1977;Medium benthopelagics (30 - 89 cm);5,977873781
1977;Other demersal invertebrates;523,389948
1977;Other demersal invertebrates;323,270262
1977;Other demersal invertebrates;431,027016
1978;Other demersal invertebrates;52,67100384
1978;Large sharks (>=90 cm);210,6840154
1978;Other demersal invertebrates;210,6840154
1978;Other demersal invertebrates;214,104912
1978;Large pelagics (>=90 cm);790,0650576
1978;Medium reef assoc. fish (30 - 89 cm);5,892409091
1978;Small to medium flatfishes (<90 cm);52,67100384
1978;Lobsters, crabs;790,0650576
1978;Medium reef assoc. fish (30 - 89 cm);421,3680307
1978;Medium reef assoc. fish (30 - 89 cm);0,471392727
1978;Medium benthopelagics (30 - 89 cm);52,67100384
1978;Small to medium rays (<90 cm);1,178481818
1978;Cephalopods;52,67100384
1978;Cephalopods;263,3550192
1978;Other demersal invertebrates;30,586416
1978;Large demersals (>=90 cm);52,67100384
1978;Large demersals (>=90 cm);113,4170902
1978;Large demersals (>=90 cm);526,7100384
1978;Large demersals (>=90 cm);0,805064834
1978;Large pelagics (>=90 cm);23,19252218
1978;Medium pelagics (30 - 89 cm);39,12559636
1978;Large benthopelagics (>=90 cm);52,67100384
1978;Large benthopelagics (>=90 cm);192,8264301
1978;Large pelagics (>=90 cm);0,142342118
1978;Large reef assoc. fish (>=90 cm);3,629724
1978;Medium demersals (30 - 89 cm);93,63130475
1978;Medium demersals (30 - 89 cm);737,3940538
1978;Medium demersals (30 - 89 cm);0,213513177
1978;Large reef assoc. fish (>=90 cm);1,087438321
1978;Medium pelagics (30 - 89 cm);1,29633
1978;Medium benthopelagics (30 - 89 cm);1,060633636
1978;Medium benthopelagics (30 - 89 cm);52,67100384
1978;Medium benthopelagics (30 - 89 cm);599,6568398
1978;Medium benthopelagics (30 - 89 cm);1,800812648
1978;Medium benthopelagics (30 - 89 cm);6,199276513
1978;Other demersal invertebrates;519,969072
1978;Other demersal invertebrates;321,157368
1978;Other demersal invertebrates;428,209824
1979;Other demersal invertebrates;50,53354416
1979;Large sharks (>=90 cm);202,1341766
1979;Other demersal invertebrates;202,1341766
1979;Other demersal invertebrates;212,696316
1979;Large pelagics (>=90 cm);758,0031624
1979;Medium reef assoc. fish (30 - 89 cm);6,102852273
1979;Small to medium flatfishes (<90 cm);50,53354416
1979;Lobsters, crabs;758,0031624
1979;Medium reef assoc. fish (30 - 89 cm);404,2683533
1979;Medium reef assoc. fish (30 - 89 cm);0,488228182
1979;Medium benthopelagics (30 - 89 cm);50,53354416
1979;Small to medium rays (<90 cm);1,220570455
1979;Cephalopods;50,53354416
1979;Cephalopods;252,6677208
1979;Other demersal invertebrates;30,385188
1979;Large demersals (>=90 cm);50,53354416
1979;Large demersals (>=90 cm);117,4677005
1979;Large demersals (>=90 cm);505,3354416
1979;Large demersals (>=90 cm);0,83381715
1979;Large pelagics (>=90 cm);24,02082655
1979;Medium pelagics (30 - 89 cm);40,52293909
1979;Large benthopelagics (>=90 cm);50,53354416
1979;Large benthopelagics (>=90 cm);199,7130884
1979;Large pelagics (>=90 cm);0,147425765
1979;Large reef assoc. fish (>=90 cm);3,759357
1979;Medium demersals (30 - 89 cm);96,97527992
1979;Medium demersals (30 - 89 cm);707,4696182
1979;Medium demersals (30 - 89 cm);0,221138647
1979;Large reef assoc. fish (>=90 cm);1,126275404
1979;Medium pelagics (30 - 89 cm);1,3426275
1979;Medium benthopelagics (30 - 89 cm);1,098513409
1979;Medium benthopelagics (30 - 89 cm);50,53354416
1979;Medium benthopelagics (30 - 89 cm);621,0731555
1979;Medium benthopelagics (30 - 89 cm);1,865127386
1979;Medium benthopelagics (30 - 89 cm);6,420679246
1979;Other demersal invertebrates;516,548196
1979;Other demersal invertebrates;319,044474
1979;Other demersal invertebrates;425,392632
1980;Other demersal invertebrates;48,423429
1980;Large sharks (>=90 cm);193,693716
1980;Other demersal invertebrates;193,693716
1980;Other demersal invertebrates;211,288
1980;Large pelagics (>=90 cm);726,351435
1980;Medium reef assoc. fish (30 - 89 cm);6,313295455
1980;Small to medium flatfishes (<90 cm);48,423429
1980;Lobsters, crabs;726,351435
1980;Medium reef assoc. fish (30 - 89 cm);387,387432
1980;Medium reef assoc. fish (30 - 89 cm);0,505063636
1980;Medium benthopelagics (30 - 89 cm);48,423429
1980;Small to medium rays (<90 cm);1,262659091
1980;Cephalopods;48,423429
1980;Cephalopods;242,117145
1980;Other demersal invertebrates;30,184
1980;Large demersals (>=90 cm);48,423429
1980;Large demersals (>=90 cm);121,5183109
1980;Large demersals (>=90 cm);484,23429
1980;Large demersals (>=90 cm);0,862569465
1980;Large pelagics (>=90 cm);24,84913091
1980;Medium pelagics (30 - 89 cm);41,92028182
1980;Large benthopelagics (>=90 cm);48,423429
1980;Large benthopelagics (>=90 cm);206,5997466
1980;Large pelagics (>=90 cm);0,152509412
1980;Large reef assoc. fish (>=90 cm);3,88899
1980;Medium demersals (30 - 89 cm);100,3192551
1980;Medium demersals (30 - 89 cm);677,928006
1980;Medium demersals (30 - 89 cm);0,228764118
1980;Large reef assoc. fish (>=90 cm);1,165112487
1980;Medium pelagics (30 - 89 cm);1,388925
1980;Medium benthopelagics (30 - 89 cm);1,136393182
1980;Medium benthopelagics (30 - 89 cm);48,423429
1980;Medium benthopelagics (30 - 89 cm);642,4894712
1980;Medium benthopelagics (30 - 89 cm);1,929442123
1980;Medium benthopelagics (30 - 89 cm);6,642081979
1980;Other demersal invertebrates;513,128
1980;Other demersal invertebrates;316,932
1980;Other demersal invertebrates;422,576
1981;Other demersal invertebrates;46,3399056
1981;Large sharks (>=90 cm);185,3596224
1981;Other demersal invertebrates;185,3596224
1981;Other demersal invertebrates;205,2512
1981;Large pelagics (>=90 cm);695,098584
1981;Medium reef assoc. fish (30 - 89 cm);6,523738636
1981;Small to medium flatfishes (<90 cm);46,3399056
1981;Lobsters, crabs;695,098584
1981;Medium reef assoc. fish (30 - 89 cm);370,7192448
1981;Medium reef assoc. fish (30 - 89 cm);0,521899091
1981;Medium benthopelagics (30 - 89 cm);46,3399056
1981;Small to medium rays (<90 cm);1,304747727
1981;Cephalopods;46,3399056
1981;Cephalopods;231,699528
1981;Other demersal invertebrates;29,3216
1981;Large demersals (>=90 cm);46,3399056
1981;Large demersals (>=90 cm);125,5689213
1981;Large demersals (>=90 cm);463,399056
