year;functional_group;Landed value (tonnes)
2018;Medium benthopelagics (30 - 89 cm);164,130775
2018;Cephalopods;28,8439302
2018;Cephalopods;144,2196511
2018;Other demersal invertebrates;1,965640764
2018;Medium pelagics (30 - 89 cm);227,0260326
2018;Large demersals (>=90 cm);2412,42084
2018;Large demersals (>=90 cm);28,8439302
2018;Small pelagics (<30 cm);9518,723365
2018;Small pelagics (<30 cm);2064,644639
2018;Large pelagics (>=90 cm);0,107697359
2018;Large pelagics (>=90 cm);16,36999856
2018;Medium pelagics (30 - 89 cm);1759,774846
2018;Medium demersals (30 - 89 cm);1310,461463
2018;Medium benthopelagics (30 - 89 cm);101,6663068
2018;Small to medium flatfishes (<90 cm);42,2173647
2018;Large demersals (>=90 cm);469,1296956
2018;Large demersals (>=90 cm);288,439302
2018;Large pelagics (>=90 cm);0,430789436
2018;Medium demersals (30 - 89 cm);1448,744872
2018;Large benthopelagics (>=90 cm);28,8439302
2018;Medium demersals (30 - 89 cm);95,20446531
2018;Small to medium flatfishes (<90 cm);1265,659361
2018;Large sharks (>=90 cm);13,35447252
2018;Medium benthopelagics (30 - 89 cm);24,12420839
2018;Large sharks (>=90 cm);0,107697359
2018;Large sharks (>=90 cm);0,107697359
2018;Large sharks (>=90 cm);13,78526194
2018;Medium demersals (30 - 89 cm);219,7026122
2018;Medium benthopelagics (30 - 89 cm);345,9239169
2018;Medium benthopelagics (30 - 89 cm);426,0507519
2018;Large sharks (>=90 cm);0,107697359
2018;Small pelagics (<30 cm);10,33894646
2018;Medium pelagics (30 - 89 cm);7305,327248
2018;Medium demersals (30 - 89 cm);77,54209844
2018;Large benthopelagics (>=90 cm);850,8091357
2018;Medium demersals (30 - 89 cm);403,8150229
2018;Small pelagics (<30 cm);405506,8345
2018;Small pelagics (<30 cm);7951,374467
2018;Small pelagics (<30 cm);45251,70681
2018;Medium benthopelagics (30 - 89 cm);1248,427784
2018;Medium benthopelagics (30 - 89 cm);305,8604994
2018;Medium benthopelagics (30 - 89 cm);535,4712683
2018;Medium demersals (30 - 89 cm);942,1364954
2018;Medium benthopelagics (30 - 89 cm);28,8439302
2018;Medium benthopelagics (30 - 89 cm);487,2228517
2018;Medium demersals (30 - 89 cm);294,2291847
2018;Shrimps;104,3086155
2018;Lobsters, crabs;18,0931563
2018;Lobsters, crabs;3,877104925
2018;Other demersal invertebrates;33,41589297
2018;Other demersal invertebrates;20,639228
2018;Other demersal invertebrates;13,75948533
